Commentaire,Séance,Module,Aspect,Polarité,Sentiment,Attitude,Valeur,Attente
Ça aurait été mieux si y’avais plus de pratique ,/,ALSDS,C,N,M,NE,NE,NE
Le programme est riche et très intéressant ,/,ALSDS,S,P,J,NE,I,NE
il a l'air bien mais ce n'est pas si important car on nous envoie même pas le cours présenté pas la prof x),/,ALSDS,D,N,M,NE,NE,NE
vu que y'avais pas assez de temps la prof a préféré qu'on pose nos questions sur un sheet pour qu'elle réponde à la fois ,/,ALSDS,CO,NE,NE,NE,NE,NE
c’est l’un de mes modules préférés mais y’avais pas assez de temps pour bien se concentrer ,/,ALSDS,G,P,J,NE,C,NE
Le cours est trop chargé,/,ANAD,Pr,N,M,NE,NE,NE
Le cours d'anad se concentre beaucoup sur le côté mathématique ( application des formules .. ) ça serait plus intéressant de se concentrer sur le côté analyse des données et laisser les calculs pour R,/,ANAD,C,NE,NE,NE,NE,NE
Le cours est assez bien organisé,/,ANAD,S,P,J,NE,NE,NE
Cours trop chargé de formules et texte,/,ANAD,D,N,M,NE,NE,NE
L'enseignante va très vite et la plupart n'arrivent pas à suivre,/,ANAD,CO,N,M,NE,C,N
Ce cours est très compliqué ,/,ANAD,G,N,M,NE,NE,NE
"le professeur n'était pas doué pour expliquer les concepts sans tableau blanc et sans le format d'enseignement habituel, d'autant plus que le module contient beaucoup de mathématiques.",/,ANAD,Pr,N,M,H,NE,NE
le cours n'a pas assez d'explications sur l'intuition derrière ce que nous étudiions.,/,ANAD,C,N,M,NE,NE,NE
le cours est bien structuré.,/,ANAD,S,P,J,NE,NE,NE
je pense qu'ils ont utilisé du latex qui était bon.,/,ANAD,D,P,J,NE,NE,NE
Très bonne communication entre le prof et les étudiants,/,ANAD,CO,P,J,NE,NE,NE
le contenu du cours est très riche,/,ANAD,G,P,J,NE,NE,NE
J'ai bien aimé la bonne présentation du prof et la structure du document pdf,/,ALSDS,Pr,P,J,A,I,NE
Le cours contient beaucoup d'exemples ce qui facilite la compréhension,/,ALSDS,C,P,J,NE,NE,NE
Le cours était très bien structuré et lisible,/,ALSDS,S,P,J,NE,NE,NE
Les couleurs étaient bien choisies et les pages n'étaient pas trop chargées,/,ALSDS,D,P,J,NE,NE,NE
Très bonne communication,/,ALSDS,CO,P,J,NE,NE,NE
Ce cours m'a beaucoup plu,/,ALSDS,G,P,J,NE,I,NE
J'aime bien la présentation de ce cours.,/,SFSD,Pr,P,J,NE,I,NE
Le contenu de ce cours est très important.,/,SFSD,C,P,J,NE,A,NE
 j’aime vraiment ce cours il est bien structuré et dans un ordre très logique.,/,SFSD,S,P,J,NE,I,NE
"Il y a peu d'images et schémas, Le cours contient beaucoup de texte.",/,SFSD,D,N,M,NE,NE,NE
Je n'aime pas la méthode de laisser les questions à la fin de la séance car c'est énervant .,/,SFSD,CO,N,C,NE,C,NE
le cour de SFSD m'a rendu angoissé .,/,SFSD,G,N,A,NE,C,NE
Le cours est bien présenté,/,AQUA,Pr,P,J,NE,NE,NE
Le contenu est très enrichissant,/,AQUA,C,P,J,NE,NE,NE
Bien structuré,/,AQUA,S,P,J,NE,NE,NE
Les slides sont bien présenté,/,AQUA,D,P,J,NE,NE,NE
"Le prof communique bien avec les étudiants et raconte des faits réel qui aident à nous mettre dans la situation et  comprendre, c'est le meilleur prof",/,AQUA,CO,P,J,A,I,NE
Ce cours est très intéressant,/,AQUA,G,P,J,NE,I,NE
La présentation du prof est parfaite ,/,ALSDS,Pr,P,J,A,NE,NE
"tout est parfait avec ce prof, je l'adore",/,ALSDS,C,P,J,A,I,NE
"super organisé , le temps nous suffit toujours ",/,ALSDS,S,P,J,NE,NE,NE
le design est parfait ,/,ALSDS,D,P,J,NE,NE,NE
"on pose des questions à tout moment , le prof gère bien ça, il est super compétent ",/,ALSDS,CO,P,J,A,NE,NE
"on comprend tous , sans exception ",/,ALSDS,G,P,J,NE,NE,NE
La méthode de l'enseignement était formidable c'est ma préférée,/,ANAL3,Pr,P,J,A,I,NE
Le programme contient des cours pas du tout importants ,/,ANAL3,C,N,M,NE,NE,NE
Cours bien structuré et bien expliqué ,/,ANAL3,S,P,J,NE,NE,NE
Cours bien designé ,/,ANAL3,D,P,J,NE,NE,NE
La communication est très bonne ,/,ANAL3,CO,P,J,NE,NE,NE
C'est pas intéressant d'étudier ce module,/,ANAL3,G,N,M,NE,I,NE
La présentation était bonne,/,ELECT,Pr,P,J,NE,NE,NE
Ça serait mieux si le cours avait plus d'exemples,/,ELECT,C,NE,NE,NE,NE,NE
Le cours était ordonné,/,ELECT,S,P,J,NE,NE,NE
Le design était correct,/,ELECT,D,P,J,NE,NE,NE
"coupures et problèmes de connexion, ca m'énerve",/,ELECT,CO,N,C,NE,C,NE
Quelques notions sont difficiles à comprendre,/,ELECT,G,NE,NE,NE,C,N
"Il présente le cours doucement et nous donne tout le détail qui nous besoin, c'est un prof tres tres gentil",/,OUTILS,Pr,P,J,A,I,NE
Le contenu de ce module est très intéressant pour un ingénieur de génie logiciel,/,OUTILS,C,P,J,NE,U,NE
"Il présente le cours de plus large au plus détaillé donc il garde l'attention de l'étudiant, j'aime vraiment sa méthode",/,OUTILS,S,P,J,A,I,NE
"Le cours contient les choses importantes , le style de ppt est simple .",/,OUTILS,D,P,J,NE,A,NE
Après chaque point abordé il nous pose la question si nous avons des questions donc une très bonne méthode de communication,/,OUTILS,CO,P,J,NE,NE,NE
"Le cours en général est très intéressant et le profs le présent avec une très bonne méthode, il est formidable",/,OUTILS,G,P,J,A,I,NE
le cours est bien présente ,/,ANAL3,Pr,P,J,NE,NE,NE
"je sais pas pourquoi il il ya beaucoup de chose abstrait a savoire , le temps ne suffit pas pour bien les comprendre",/,ANAL3,C,N,M,NE,C,NE
"le prof utilise un text editor pour tapper les theoremes , les preuves j c pas , ca prend bcp de temps et c'est pas efficace du tout",/,ANAL3,S,N,M,NE,C,NE
"pas de design du tout , même les polycopiés sont classique et manque d'exemple bien illustré, c'est pas motivant",/,ANAL3,D,N,E,NE,C,NE
c'est difficile de poser des questions et le temps ne suffit pas pour communiquer bien avec le prof,/,ANAL3,CO,N,M,NE,C,NE
j'aime bien que la méthode soit changer pour mieux comprendre.,/,ANAL3,G,N,M,NE,I,NE
"Je n'aime pas la façon dont le professeur présente le cours sans interaction avec les étudiants, comme si nous connaissions ce module par cœur, c'est très frustrant",/,SFSD,Pr,N,A,NE,C,NE
J'aurais aimé avoir plus de ressources et plus d'informations au début du module afin de bien comprendre les notions de blocs et de buffers au lieu d'apprendre les algorithmes par cœur,/,SFSD,C,N,M,NE,NE,NE
"Je n'aime pas la structure du cours, on est passé des tris de fichiers aux arbres puis on est revenu sur les opérations sur les fichiers, ce qui me rend confuse",/,SFSD,S,N,F,NE,C,NE
"Les schémas sont petits avec très très peu de commentaires, impossible de comprendre tout seul quand on revoit les slides",/,SFSD,D,N,M,NE,C,NE
Quasiment pas d'interactions avec les étudiants,/,SFSD,CO,N,M,NE,NE,NE
Je n'ai toujours pas commencé à réviser ce module tellement je me sentais perdu durant les séances cours,/,SFSD,G,N,F,NE,C,NE
"J'apprécis beaucoup la manière avec laquelle le prof expose son cours, il est très compétent",/,OUTILS,Pr,P,J,A,I,NE
Le contenu du cours est très intéressant c'est un module pratique dont on voit l'utilité directement,/,OUTILS,C,P,J,NE,I,NE
Cours très organisé,/,OUTILS,S,P,J,NE,NE,NE
Les slides ne sont pas chargé c'est très équilibré,/,OUTILS,D,P,J,NE,NE,NE
Interaction bien faite même si on ne connaît pas la reponse le prof répond directement. Il répond au questions par partie du cours pas tout à la fin c'est assez pratique,/,OUTILS,CO,P,J,NE,NE,NE
J'ai aimé ce cours en ligne tout était parfait sans oublier le prof qui est trop attentionné et gentil avec nous,/,OUTILS,G,P,J,A,I,NE
"La prof passe trop vite sur les slides et  donne beaucoup d'informations à la fois , ce qui m'empêche à bien assimiler les concepts de cours",/,SYS1,Pr,N,M,NE,C,NE
le contenu est très riche et contient beaucoup d'exemples,/,SYS1,C,P,J,NE,NE,NE
le cours est structuré,/,SYS1,S,P,J,NE,NE,NE
"Les slides pleins de texte , la chose qui nous distrait entre la lecture de slide ou entendre la prof.",/,SYS1,D,N,M,NE,C,NE
il y'a une communication normale,/,SYS1,CO,P,J,NE,NE,NE
"en gros , j'ai aimé la présentation du cours du SYS1",/,SYS1,G,P,J,NE,I,NE
"J'aime bien la présentation du cours, les idées sont claires et ordonnées j'aime bien la façon d'explication du prof",/,BDA,Pr,P,J,A,I,NE
"Le contenu est très important, les notions abordées sont nouvelles et utiles, il contient également des exemples qui nous aident à bien comprendre le cours",/,BDA,C,P,J,NE,U,NE
"le cours est très bien structuré, Les idées sont bien organisées dans un ordre logique.",/,BDA,S,P,J,NE,NE,NE
"Le design est simple, il y a plus de texte mais c'est logique car il y a beaucoup de nouvelles notions, les schémas sont clairs.",/,BDA,D,P,J,NE,NE,NE
"Lorsqu'on ne comprend pas quelque chose on peut poser des questions ce qui est bien parce que je n'aime pas laisser les questions à la fin, de plus parfois l'enseignant nous pose des questions pour savoir si nous avons compris ou pas prof très agréable avec nous",/,BDA,CO,P,J,NE,I,NE
Par contre je n'aime pas une séance qui est très active c'est à dire une séance question réponse.,/,BDA,CO,N,M,NE,C,NE
Je pense que le programme est tellement chargé et il n y a pas assez du temps de plus c'est en ligne j'arrive pas a comprendre bien comme le présentiel je stresse ,/,BDA,G,N,A,NE,C,N
La présentation de cours est très simple et bien expliqué j'aime bien ,/,ARCH2,Pr,P,J,NE,I,NE
le contenu de cours est riche et important,/,ARCH2,C,P,J,NE,A,NE
le cours est bien structuré,/,ARCH2,S,P,J,NE,NE,NE
le cours est attractif,/,ARCH2,D,P,J,NE,NE,NE
"une bonne communication entre nous, le prof est vraiment gentil avec nous il nous laisse intervenir quand on veut ",/,ARCH2,CO,P,J,A,NE,NE
module très intéressant et compréhensible même si en ligne et je trouve que c'est grâce à la méthode du prof et sa façon de faire les choses,/,ARCH2,G,P,J,A,I,NE
L'enseignant présente son cours de manière très claire et concise et adaptée à l'enseignement à distance je l'adore,/,FASI,Pr,P,J,A,I,NE
Le contenu de ce cours est très important,/,FASI,C,P,J,NE,A,NE
Cours très bien organisé,/,FASI,S,P,J,NE,NE,NE
Le cours est simple sans couleurs j'aime pas ,/,FASI,D,N,M,NE,C,NE
Le design a une mise en forme très explicite j'aime ,/,FASI,D,P,J,NE,I,NE
"Très bonne communication, le prof nous pousse et motivé à poser des questions après chaque notion expliquée, il aime trop son travail et j'adore ça  ",/,FASI,CO,P,J,A,I,NE
Ce cours m'a permis de me réconcilier avec les probabilités et statistiques avec lesquelles je me suis fâchée pendant si longtemps grâce à la méthode de prof qui me motive tellement,/,FASI,G,P,J,A,I,NE
"un cours bien expliqué, J'aime bien la présentation ",/,ALG,Pr,P,J,NE,I,NE
contenu mathématique intéressant ,/,ALG,C,P,J,NE,I,NE
cours très bien structuré .,/,ALG,S,P,J,NE,NE,NE
j'aime pas vraiment le design car il y'a que de textes et formules je veux des schémas ,/,ALG,D,N,M,NE,C,NE
La présentation de cours est excellente j'aime le prof,/,ANAL,Pr,P,J,A,I,NE
Le contenu pleins d'exemples et explications j'aime bien,/,ANAL,C,P,J,NE,I,NE
Très bien organisé,/,ANAL,S,P,J,NE,NE,NE
Trop de couleurs ça me pique les yeux,/,ANAL,D,N,M,NE,C,NE
Très bonne Communication entre le prof et nous,/,ANAL,CO,P,J,NE,NE,NE
ce cours en ligne me rend angoissé,/,ANAL,G,N,A,NE,C,NE
cours très bien passé et présenté,/,ARCH,Pr,P,J,NE,NE,NE
le contenu du cours n'est pas assez suffisant pour bien comprendre,/,ARCH,C,N,M,NE,C,NE
bien structuré ,/,ARCH,S,P,J,NE,NE,NE
"le prof utilise une tablette tactile pour expliquer, et avec des couleurs c'était bien organisé et parfait",/,ARCH,D,P,J,NE,NE,NE
il répond toujours aux questions posés même si la durée du cours est courte trop gentil le prof son but est qu'on comprend tous,/,ARCH,CO,P,J,A,I,NE
Je ne pouvais pas rater les séance de ce cours le prof me motive et me pousse à assister je l'aime trop ,/,ARCH,G,P,J,A,I,NE
en tp le prof présente nos solutions j'aime bien !,/,ALSDS,Pr,P,J,NE,I,NE
"Contenu de cours important, en tp il nous donne des programme de nos collègues et on les corrige je trouve ça très intelligent de sa part",/,ALSDS,C,P,J,A,A,NE
nous prenons beaucoup de temps faire des choses simples donc on n'arrive pas à terminer l'exercice dans la même séance,/,ALSDS,G,N,M,NE,C,NE
design simple et clair j'aime bien,/,ALSDS,D,P,J,NE,I,NE
il nous donne la possibilité de donner nos avis et nos pensées il est trop gentil et attentif ,/,ALSDS,CO,P,J,A,I,NE
ça s'est bien passé j'ai trop aimé les séance en ligne ,/,ALSDS,G,P,J,NE,I,NE
"L'enseignant utilise l'outil Jambord de Google pour introduire les exemples et les solutions, ce qui est bien.",/,THP,Pr,P,J,NE,NE,NE
"J'aime le contenu de ce module, même sa théorie.",/,THP,C,P,J,NE,I,NE
Je pense que le cours est bien structuré.,/,THP,S,P,J,NE,NE,NE
il y'a pas trop de couleurs il m'ennuie comme ça,/,THP,D,N,E,NE,C,NE
l'enseignants accept toutes les façons de communication j'aime bien ça il est gentil,/,THP,CO,P,J,A,I,NE
"le  rythme de ce module était très élevé, ce qui n'est pas bon.",/,THP,G,N,M,NE,NE,NE
Le cours est très bien présenté,/,ARCH2,Pr,P,J,NE,NE,NE
Pleins d'exemples sont donnés mais nous les avons pas sur les slides dommage,/,ARCH2,C,N,M,NE,C,NE
Oui le cours est très bien structuré et dans un ordre logique,/,ARCH2,S,P,J,NE,NE,NE
"Les slides ne sont pas suffisants pour nos révisions et il y as peu d'exemples, c'est surtout quand je révise que je trouve que certains points sont abordés mais ne sont pas sur les slides",/,ARCH2,D,N,M,NE,C,NE
Oui nous avons la chance de poser toutes nos questions et le professeur réponds et donne plus d'exemples il est magnifique j'aime bien,/,ARCH2,CO,P,J,A,I,NE
"J'arrive bien a suivre avec le cours mais comme nous ne font pas de conception de circuits, chose laissée pour le td et que nous avons pas de corrigés type rend le module un peu lourd",/,ARCH2,G,N,M,NE,C,P
J'aime pas du tout la présentation de cours,/,PRST1,Pr,N,M,NE,C,NE
Contenu pas riche en exemples ,/,PRST1,C,N,M,NE,NE,NE
Cours n'est pas trop organisé,/,PRST1,S,N,M,NE,NE,NE
 je trouve que le design est beau,/,PRST1,D,P,J,NE,NE,NE
pas de communication entre nous je m'ennuie rapidement,/,PRST1,CO,N,E,NE,C,NE
Pour le cours je trouve que c'est de gaspillage de temps d'assister surtout avec ce prof ennuyant il m'énerve,/,PRST1,G,N,C,H,C,NE
J'aime bien la façon de présenter ce cours,/,MA,Pr,P,J,NE,I,NE
il est mieux d'ajouter au contenu des notes écrites au lieu justes les diagrammes (pour facilite la révision après ) ,/,MA,C,NE,NE,NE,NE,NE
Le cours est bien organisé et bien structuré,/,MA,S,P,J,NE,NE,NE
Il y a des parties ne contient pas de texte juste des schémas et j'aime pas ça,/,MA,D,N,M,NE,C,NE
La communication est très active dans la séance ce qui rend le cours très riche et interactif j'aime bien la façon de parler du profs avec nous,/,MA,CO,P,J,A,I,NE
Ce cours en ligne  est agréable j'ai apprécié le comportement du prof avec nous ,/,MA,G,P,J,A,I,NE
 le prof donne des informations directes et claires avec des exemples j'aime bien ça méthode,/,SYS1,Pr,P,J,A,I,NE
Contenu riche j'aime bien surtout qu'on a beaucoup d'exemples,/,SYS1,C,P,J,NE,I,NE
La structure du cours est très bien faite,/,SYS1,S,P,J,NE,NE,NE
"Les couleurs sont bien choisies, le volume du texte est logique",/,SYS1,D,P,J,NE,NE,NE
"Très bonne communication, l'étudiant peut poser ses questions via les messages et aussi en activant le micro pour parler directement",/,SYS1,CO,P,J,NE,NE,NE
J'aime ce cours le prof me motive à bien suivre,/,SYS1,G,P,J,A,I,NE
"Les slides ne sont pas bien présentés, le professeur ne détaille pas le contenu du cours et ne donne aucun exemple pratique et il est là juste pour lire c'est tout ",/,PGI,Pr,N,M,H,NE,NE
Contenu inutile vraiment ,/,PGI,C,N,M,NE,C,NE
cours pas  structuré certains informations du cours sont redondantes.,/,PGI,S,N,M,NE,NE,NE
"beaucoup de texte, et peu d'images",/,PGI,D,N,M,NE,NE,NE
la communication est mal en ligne chacun de son côté ennuyé et le prof qui n'arrête pas de lire les slides jusqu'à la fin de la séance il s'en fout carrément,/,PGI,CO,N,E,H,C,NE
"Le module ne doit pas être obligatoire de la spécialité SIT, un ingénieur en SI n'est pas obligé d'apprendre ce module! ",/,PGI,G,N,M,NE,NE,NE
Le prof présente le TD comme s'il était un cours je m'ennuie vraiment,/,ELECT,Pr,N,E,NE,C,NE
Contenu de TD bien détaillé et compréhensible.,/,ELECT,C,P,J,NE,NE,NE
TD bien organisé ,/,ELECT,S,P,J,NE,NE,NE
design simple ça me dérange pas,/,ELECT,D,P,J,NE,NE,NE
"la séance de TD passe presque sans contribution des étudiants, comme un enregistrement, au point que la diffusion se coupe et le prof quitte la réunion mais il continue à expliquer pendant des dizaines de minutes sans rien remarquer, c'est un signe d'absence d'animation de TD.",/,ELECT,CO,N,M,NE,NE,NE
ce td en ligne est très mal passé ,/,ELECT,G,N,M,NE,NE,NE
Je trouve que la présentation du cours est bien faite,/,ELECF2,Pr,P,J,NE,NE,NE
Le cours contient beaucoup d'informations peu importante,/,ELECF2,C,N,M,NE,C,NE
Le cours est bien organisé,/,ELECF2,S,P,J,NE,NE,NE
Le cours contient trop de couleurs ,/,ELECF2,D,N,M,NE,NE,NE
Bonne méthode de communication,/,ELECF2,CO,P,J,NE,NE,NE
"Je n'arrive pas à assimiler les notions de cours car il contient beaucoup trop d'information, je me sens stressé",/,ELECF2,G,N,A,NE,C,N
Je n'aime pas la méthode de travail ,/,SFSD,Pr,N,M,NE,C,NE
c'est énervant car le prof apprend les solutions par cœur et nous les présente directement sans explications,/,SFSD,C,N,C,H,C,NE
L'ordre des exercices des tds a été respecté,/,SFSD,S,P,J,NE,NE,NE
Trop de texte avec un font illisible,/,SFSD,D,N,M,NE,NE,NE
Le prof nous demande de participer en ligne alors qu'on n'a toujours rien compris,/,SFSD,CO,N,M,NE,C,NE
Je n'ai rien appris de ce cour,/,SFSD,G,N,M,NE,C,NE
"la présentation du cours a été bien faite on sent que le professeur du module fait un maximum d'efforts pour que ca soit le plus interactif possible, j'aime bien ",/,ANAL3,Pr,P,J,A,I,NE
j'aurais bien aimé que les exemples soient plus nombreux ,/,ANAL3,C,N,M,NE,NE,NE
"les cours abordés en ligne dans ce module sont bien structurés c.-à-d. : définitions ,théorèmes  et exemples ce qui permet de bien suivre le cours et acquérir les informations dans l'ordre ",/,ANAL3,S,P,J,NE,NE,NE
"le cours ne contient pas d'animation , mais vu que c'est un module mathématique je pense que le design minimaliste est le plus adéquat ",/,ANAL3,D,P,J,NE,NE,NE
