Commentaire,Séance,Module,Présentation,Contenu,Design,Général,Communication,Structure,Utilité,Intrinsèque,Accomplissement,Cout,Anxiété,Colère,Ennui,Joie,espoir,"
désespoir",Satisfaction,Gratitude,"
Déception",Mécontentement,Confusion,Polarité,Attitude,Attente,Valeur,Sentiment,Aspect
"Il présente le cours doucement et nous donne tout le détail qui nous besoin, c'est un prof tres tres gentil",/,Esi,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,P,A,NE,NE,J,Pr
Le contenu de ce module est très intéressant pour un ingénieur de génie logiciel,/,Esi,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,C
"Il présente le cours de plus large au plus détaillé donc il garde l'attention de l'étudiant, j'aime vraiment sa méthode",/,Esi,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,A,NE,C,M,S
"Le cours contient les choses importantes , le style de ppt est simple .",/,Esi,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,E,D
Après chaque point abordé il nous pose la question si nous avons des questions donc une très bonne méthode de communication,/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,CO
"Le cours en général est très intéressant et le profs le présent avec une très bonne méthode, il est formidable",/,Esi,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,P,A,NE,I,M,G
le cours est bien présente ,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,A,Pr
"je sais pas pourquoi il il ya beaucoup de chose abstrait a savoire , le temps ne suffit pas pour bien les comprendre",/,Esi,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,M,C
"le prof utilise un text editor pour tapper les theoremes , les preuves j c pas , ca prend bcp de temps et c'est pas efficace du tout",/,Esi,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,C,F,S
"pas de design du tout , même les polycopiés sont classique et manque d'exemple bien illustré, c'est pas motivant",/,Esi,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,N,NE,N,C,M,D
c'est difficile de poser des questions et le temps ne suffit pas pour communiquer bien avec le prof,/,Esi,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,N,NE,N,NE,M,CO
j'aime bien que la méthode soit changer pour mieux comprendre.,/,Esi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,C,F,G
"Je n'aime pas la façon dont le professeur présente le cours sans interaction avec les étudiants, comme si nous connaissions ce module par cœur, c'est très frustrant",/,Esi,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,Pr
J'aurais aimé avoir plus de ressources et plus d'informations au début du module afin de bien comprendre les notions de blocs et de buffers au lieu d'apprendre les algorithmes par cœur,/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,N,NE,NE,I,J,C
"Je n'aime pas la structure du cours, on est passé des tris de fichiers aux arbres puis on est revenu sur les opérations sur les fichiers, ce qui me rend confuse",/,Esi,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,N,NE,NE,NE,J,S
"Les schémas sont petits avec très très peu de commentaires, impossible de comprendre tout seul quand on revoit les slides",/,Esi,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,D
Quasiment pas d'interactions avec les étudiants,/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,CO
Je n'ai toujours pas commencé à réviser ce module tellement je me sentais perdu durant les séances cours,/,Esi,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,N,NE,NE,I,J,G
"J'apprécis beaucoup la manière avec laquelle le prof expose son cours, il est très compétent",/,Esi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,C,M,Pr
Le contenu du cours est très intéressant c'est un module pratique dont on voit l'utilité directement,/,Esi,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,C
Cours très organisé,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,S
Les slides ne sont pas chargé c'est très équilibré,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,D
Interaction bien faite même si on ne connaît pas la reponse le prof répond directement. Il répond au questions par partie du cours pas tout à la fin c'est assez pratique,/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,CO
J'ai aimé ce cours en ligne tout était parfait sans oublier le prof qui est trop attentionné et gentil avec nous,/,Esi,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,P,A,NE,I,J,G
"La prof passe trop vite sur les slides et  donne beaucoup d'informations à la fois , ce qui m'empêche à bien assimiler les concepts de cours",/,Esi,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,N,NE,N,I,J,Pr
le contenu est très riche et contient beaucoup d'exemples,/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,U,J,C
le cours est structuré,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,S
"Les slides pleins de texte , la chose qui nous distrait entre la lecture de slide ou entendre la prof.",/,Esi,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,D
il y'a une communication normale,/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"en gros , j'ai aimé la présentation du cours du SYS1",/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,CO
"J'aime bien la présentation du cours, les idées sont claires et ordonnées j'aime bien la façon d'explication du prof",/,Esi,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,A,NE,C,A,G
"Le contenu est très important, les notions abordées sont nouvelles et utiles, il contient également des exemples qui nous aident à bien comprendre le cours",/,Esi,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,Pr
"le cours est très bien structuré, Les idées sont bien organisées dans un ordre logique.",/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,A,J,C
"Le design est simple, il y a plus de texte mais c'est logique car il y a beaucoup de nouvelles notions, les schémas sont clairs.",/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,S
"Lorsqu'on ne comprend pas quelque chose on peut poser des questions ce qui est bien parce que je n'aime pas laisser les questions à la fin, de plus parfois l'enseignant nous pose des questions pour savoir si nous avons compris ou pas prof très agréable avec nous",/,Esi,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,P,NE,NE,NE,J,D
Par contre je n'aime pas une séance qui est très active c'est à dire une séance question réponse.,/,Esi,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,CO
Je pense que le programme est tellement chargé et il n y a pas assez du temps de plus c'est en ligne j'arrive pas a comprendre bien comme le présentiel je stresse ,/,Esi,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,N,NE,N,I,J,G
La présentation de cours est très simple et bien expliqué j'aime bien ,/,Esi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,Pr
le contenu de cours est riche et important,/,Esi,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,A,J,C
le cours est bien structuré,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,S
le cours est attractif,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,D
"une bonne communication entre nous, le prof est vraiment gentil avec nous il nous laisse intervenir quand on veut ",/,Esi,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,D
module très intéressant et compréhensible même si en ligne et je trouve que c'est grâce à la méthode du prof et sa façon de faire les choses,/,Esi,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
L'enseignant présente son cours de manière très claire et concise et adaptée à l'enseignement à distance je l'adore,/,Esi,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,P,A,NE,I,J,G
Le contenu de ce cours est très important,/,Esi,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,Pr
Cours très bien organisé,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,C
Le cours est simple sans couleurs j'aime pas ,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,S
Le design a une mise en forme très explicite j'aime ,/,Esi,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,D
"Très bonne communication, le prof nous pousse et motivé à poser des questions après chaque notion expliquée, il aime trop son travail et j'adore ça  ",/,Esi,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,P,A,NE,I,J,Pr
Ce cours m'a permis de me réconcilier avec les probabilités et statistiques avec lesquelles je me suis fâchée pendant si longtemps grâce à la méthode de prof qui me motive tellement,/,Esi,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,P,A,P,I,J,C
"un cours bien expliqué, J'aime bien la présentation ",/,Esi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,S
contenu mathématique intéressant ,/,Esi,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,D
cours très bien structuré .,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,CO
j'aime pas vraiment le design car il y'a que de textes et formules je veux des schémas ,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,C,A,G
La présentation de cours est excellente j'aime le prof,/,Esi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,NE,J,Pr
Le contenu pleins d'exemples et explications j'aime bien,/,Esi,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,C
Très bien organisé,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,S
Trop de couleurs ça me pique les yeux,/,Esi,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,D
Très bonne Communication entre le prof et nous,/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
ce cours en ligne me rend angoissé,/,Esi,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,G
cours très bien passé et présenté,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,Pr
le contenu du cours n'est pas assez suffisant pour bien comprendre,/,Esi,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,A,J,C
bien structuré ,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,G
"le prof utilise une tablette tactile pour expliquer, et avec des couleurs c'était bien organisé et parfait",/,Esi,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,D
il répond toujours aux questions posés même si la durée du cours est courte trop gentil le prof son but est qu'on comprend tous,/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,P,A,NE,I,J,CO
Je ne pouvais pas rater les séance de ce cours le prof me motive et me pousse à assister je l'aime trop ,/,Esi,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,P,A,P,I,J,G
en tp le prof présente nos solutions j'aime bien !,/,Esi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,Pr
"Contenu de cours important, en tp il nous donne des programme de nos collègues et on les corrige je trouve ça très intelligent de sa part",/,Esi,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,P,A,NE,I,J,C
nous prenons beaucoup de temps faire des choses simples donc on n'arrive pas à terminer l'exercice dans la même séance,/,Esi,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,N,NE,N,NE,J,S
design simple et clair j'aime bien,/,Esi,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,E,D
il nous donne la possibilité de donner nos avis et nos pensées il est trop gentil et attentif ,/,Esi,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,P,A,NE,I,J,CO
ça s'est bien passé j'ai trop aimé les séance en ligne ,/,Esi,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,P,NE,NE,NE,M,G
"L'enseignant utilise l'outil Jambord de Google pour introduire les exemples et les solutions, ce qui est bien.",/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,Pr
"J'aime le contenu de ce module, même sa théorie.",/,Esi,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,C
Je pense que le cours est bien structuré.,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,S
il y'a pas trop de couleurs il m'ennuie comme ça,/,Esi,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,N,NE,NE,C,M,D
l'enseignants accept toutes les façons de communication j'aime bien ça il est gentil,/,Esi,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
"le  rythme de ce module était très élevé, ce qui n'est pas bon.",/,Esi,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,C,M,G
Le cours est très bien présenté,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,Pr
Pleins d'exemples sont donnés mais nous les avons pas sur les slides dommage,/,Esi,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,N,NE,NE,NE,M,C
Oui le cours est très bien structuré et dans un ordre logique,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,M,S
"Les slides ne sont pas suffisants pour nos révisions et il y as peu d'exemples, c'est surtout quand je révise que je trouve que certains points sont abordés mais ne sont pas sur les slides",/,Esi,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,D
Oui nous avons la chance de poser toutes nos questions et le professeur réponds et donne plus d'exemples il est magnifique j'aime bien,/,Esi,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,P,A,NE,C,E,CO
J'arrive bien a suivre avec le cours,/,Esi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,C,G
"comme nous ne font pas de conception de circuits, chose laissée pour le td et que nous avons pas de corrigés type rend le module un peu lourd",/,Esi,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,Pr
J'aime pas du tout la présentation de cours,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,NE,C
Contenu pas riche en exemples ,/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,S
Cours n'est pas trop organisé,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,C,M,D
 je trouve que le design est beau,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
pas de communication entre nous je m'ennuie rapidement,/,Esi,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,N,NE,NE,I,J,G
Pour le cours je trouve que c'est de gaspillage de temps d'assister surtout avec ce prof ennuyant il m'énerve,/,Esi,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,N,H,NE,I,J,Pr
J'aime bien la façon de présenter ce cours,/,Esi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,C
il est mieux d'ajouter au contenu des notes écrites au lieu justes les diagrammes (pour facilite la révision après ) ,/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,NE,NE,NE,J,S
Le cours est bien organisé et bien structuré,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,D
Il y a des parties ne contient pas de texte juste des schémas et j'aime pas ça,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,CO
La communication est très active dans la séance ce qui rend le cours très riche et interactif j'aime bien la façon de parler du profs avec nous,/,Esi,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,A,NE,I,J,G
Ce cours en ligne  est agréable j'ai apprécié le comportement du prof avec nous ,/,Esi,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,NE,M,Pr
 le prof donne des informations directes et claires avec des exemples j'aime bien ça méthode,/,Esi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,A,NE,C,M,C
Contenu riche j'aime bien surtout qu'on a beaucoup d'exemples,/,Esi,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,M,S
La structure du cours est très bien faite,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,M,D
"Les couleurs sont bien choisies, le volume du texte est logique",/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,E,CO
"Très bonne communication, l'étudiant peut poser ses questions via les messages et aussi en activant le micro pour parler directement",/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,M,G
J'aime ce cours le prof me motive à bien suivre,/,Esi,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,P,A,P,C,E,Pr
"Les slides ne sont pas bien présentés, le professeur ne détaille pas le contenu du cours et ne donne aucun exemple pratique et il est là juste pour lire c'est tout ",/,Esi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,H,NE,NE,J,C
Contenu inutile vraiment ,/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,S
cours pas  structuré certains informations du cours sont redondantes.,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,D
"beaucoup de texte, et peu d'images",/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,M,CO
la communication est mal en ligne chacun de son côté ennuyé et le prof qui n'arrête pas de lire les slides jusqu'à la fin de la séance il s'en fout carrément,/,Esi,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,N,H,NE,NE,M,G
"Le module ne doit pas être obligatoire de la spécialité SIT, un ingénieur en SI n'est pas obligé d'apprendre ce module! ",/,Esi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,Pr
Le prof présente le TD comme s'il était un cours je m'ennuie vraiment,/,Esi,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,N,NE,NE,C,M,C
Contenu de TD bien détaillé et compréhensible.,/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,S
TD bien organisé ,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,M,D
design simple ça me dérange pas,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,CO
"la séance de TD passe presque sans contribution des étudiants, comme un enregistrement, au point que la diffusion se coupe et le prof quitte la réunion mais il continue à expliquer pendant des dizaines de minutes sans rien remarquer, c'est un signe d'absence d'animation de TD.",/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,C,A,G
ce td en ligne est très mal passé ,/,Esi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,C,M,Pr
Je trouve que la présentation du cours est bien faite,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,C,C
Le cours contient beaucoup d'informations peu importante,/,Esi,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,S
Le cours est bien organisé,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,M,D
Le cours contient trop de couleurs ,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,C,M,CO
Bonne méthode de communication,/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,G
"Je n'arrive pas à assimiler les notions de cours car il contient beaucoup trop d'information, je me sens stressé",/,Esi,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,N,NE,N,I,J,Pr
Je n'aime pas la méthode de travail ,/,Esi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,M,C
c'est énervant car le prof apprend les solutions par cœur et nous les présente directement sans explications,/,Esi,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,N,H,NE,NE,J,S
L'ordre des exercices des tds a été respecté,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,D
Trop de texte avec un font illisible,/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,CO
Le prof nous demande de participer en ligne alors qu'on n'a toujours rien compris,/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,N,NE,NE,NE,NE,G
Je n'ai rien appris de ce cour,/,Esi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,Pr
"la présentation du cours a été bien faite on sent que le professeur du module fait un maximum d'efforts pour que ca soit le plus interactif possible, j'aime bien ",/,Esi,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,C,C,C
j'aurais bien aimé que les exemples soient plus nombreux ,/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,S
"les cours abordés en ligne dans ce module sont bien structurés c.-à-d. : définitions ,théorèmes  et exemples ce qui permet de bien suivre le cours et acquérir les informations dans l'ordre ",/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,D
"le cours ne contient pas d'animation , mais vu que c'est un module mathématique je pense que le design minimaliste est le plus adéquat ",/,Esi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,CO
je préfère la méthode de dialogue directe avec l'enseignant mais je suppose que notre enseignant de cours répond en temps réel aux questions mise dans le chat donc ca devrait suffire ,/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,G
beaucoup de connaissance à acquérir en une semaine mais cela est dû à la rentrée scolaire tardive en vue de la situation actuelle ,/,Esi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,NE,NE,I,J,Pr
"J'ai apprécié l'interaction qu'il y'a entre nous et le professeur, c'est un bon professeur",/,Esi,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,C
Il y'a trop d'erreurs de frappes dans les slides et qui dérangent et énervant énormément surtout quand c'est des erreurs dans les définitions,/,Esi,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,N,NE,NE,NE,J,S
Le cours est bien organisé,/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,D
"Les slides sont bien organisés, pas trop de texte et riches en exemple",/,Esi,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,M,CO
Très bonne interaction entre l'étudiant et le professeur,/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,G
J'ai assimilé la majorité des points traités en cours,/,Esi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,Pr
"le prof arrive bien à transmettre son message, à nous poser des questions pertinentes qui nous aide beaucoup à comprendre et enrichir notre culture, c'est parmi les meilleurs profs",/,Esi,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,C
Le contenu de son cours est très riche et simple à comprendre,/,Esi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,C,M,S
"Son cours est bien structuré, il arrive bien à diviser les sections ce qui nous aide à arriver à ce qu'on a besoin très rapidement",/,Esi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,M,D
Son cours est riche en couleurs et photos ce qui rend l'apprentissage amusant,/,Esi,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,NE,J,CO
Il nous exige d'utiliser le micro au lieu du texte qui ests pas toujours possible,/,Esi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,A,J,G
