Commentaire,Séance,Module,Aspect,Polarité,Sentiment,Attitude
"Il ya pas mal d'exemples de programmation et des exemples par des diagrammes, j'aime bien",/,POO,C,P,J,NE
"l'ordre n'ai pas bon, ex: il y a des remarques qui doivent etre avec l'exemple dans l'ordre  logique pour expliquer et bien compris la remarque .",/,POO,S,N,M,NE
"La communication est bien , car le prof vérifie à chaque fois s'il y a une question dans le chat",/,POO,CO,P,J,NE
"J'arrive à comprendre plus de 60% des nouvelles notions , donc j'aime bien la méthode du prof il est si intelligent",/,POO,G,P,J,A
"J'aime bien la présentation du cours, ça attire mon attention ",/,POO,Pr,P,J,NE
"Le contenu est assez riche je trouve, et chaque notion importante est suivie d'un exemple",/,POO,C,P,J,NE
"Le cours est bien structuré, il commence par les bases et les notions simples, ensuite il aborde les points plus complexe",/,POO,S,P,J,NE
Quelques diapositives contiennent trop de texte à mon avis j'aime pas trop,/,POO,D,N,M,NE
"Bonne méthode je trouve, l'enseignant laisse les étudiants poser les questions à tout moment et fait de son mieux pour transmettre l'information, c'est un bon prof",/,POO,CO,P,J,A
"Un inconvénient que je trouve, c'est la quantité de connaissances. Comme vous le savez, un cours en ligne dure une heure seulement, elle n'est pas du tout suffisante pour traiter tous les points programmés ce qui fait que l'enseignant va un peu trop vite parfois ",/,POO,G,N,M,NE
il y'a beaucoup de coupure et le prof parfois nous n'entend pas c'est stressant quand même d'avoir une mauvaise connexion,/,ELECT2,G,N,A,NE
le cours est le meilleur avec ce merveilleux prof,/,ELECT2,G,P,J,A
je n'aime pas la méthode d'analyse il faut que le prof écrit dans le word ou un éditeur pour que les étudiants se branchent avec lui parce que s' il expose le cours cela ne change rien pour nous,/,BWEB,Pr,N,M,NE
"Durant les séances de tds on ne peut pas traiter autant d'exercices à cause de temps limité  et même les exercices traités ne sont pas traités d'une bonne façon, c'est énervant",/,ALG2,Pr,N,C,NE
Il manque des exemples et des explications comment faire ça et cela ,/,ALG2,C,N,M,NE
Malheureusement le cours est tout en noir j'aimerais bien encadré les définitions importantes  et les propriétés et montrer les étapes des solution en utilisant les couleurs ,/,ALG2,D,N,M,NE
J'ai aimé bien la méthode de dialogue entre le prof et les étudiants et surtout entre les  étudiants car leurs idées sont proches et on peut comprendre mieux d'un camarade que le prof parfois ,/,ALG2,CO,P,J,NE
Un module très intéressant avec la meilleure prof que j'aime trop,/,POO,Pr,P,J,A
un contenu riche et varié et très utile pour la programmation,/,POO,C,P,J,NE
Le cours est bien structuré avec des exemples et illustrations,/,POO,S,P,J,NE
"Le design est plutôt correct, équilibré en termes de textes et d'illustrations",/,POO,CO,P,J,NE
Les connaissances  acquises sont très bénéfiques et j'ai aimé bien la méthode en ligne,/,POO,G,P,J,NE
"le prof utilise des espaces de travail scientifiques qui facilitent la  tâche, de même il nous donne des exemples et nous envoie les solutions en temps ce qui nous aide vraiment, c'est un bon prof qui maîtrise son travail
donc j'aime la façon de présentation du cours",/,ANAL4,Pr,P,J,A
Le contenu du cours est intéressant et le tout a un degré acceptable d'importance,/,ANAL4,C,P,J,NE
Le programme est enchainé d'une manière logique et j'aime l'organisation,/,ANAL4,S,P,J,NE
La présentation est simple et bonne,/,ANAL4,D,P,J,NE
"J'aime que notre professeur nous donne des exemples qu'on traite ensemble et je préfère de rien changer, c'est la meilleure méthode avec le bon prof, je l'admire beaucoup ",/,ANAL4,CO,P,J,A
Le cours d'analyse nous donne une vision plus logique sur le monde et on a appris beaucoup,/,ANAL4,G,P,J,NE
La présentation du cours est parfaite.,/,ANAL4,Pr,P,J,NE
La présentation du cours est concise et compréhensible.,/,ANAL4,Pr,P,J,NE
Le cours contient beaucoup de slides c'est trop,/,ANAL4,D,N,M,NE
Il y'a des points que je n'arrive pas à comprendre et assimiler en ligne,/,ANAL4,G,N,M,NE
j'arrive bien à suivre le cours en ligne je n'ai pas de problème ,/,POO,G,P,J,NE
pour le moment la structure est bien organisée ,/,POO,S,P,J,NE
Il y a une bonne communication et une magnifique interaction entre nous tous c'est vraiment motivant,/,POO,CO,P,J,NE
Un cours en ligne assez intéressant et applicable ,/,POO,G,P,J,NE
le prof a bien expliqué les choses même si en ligne j'ai aimé sa façon de parler et exposer son cours,/,ALG2,Pr,P,J,A
Contenu pas riche en exemple,/,ALG2,C,N,M,NE
j'aime vraiment ce cours il est bien structuré ,/,ALG2,S,P,J,NE
" Le cours contient que du texte, c'est trop ennuyeux",/,ALG2,D,N,E,NE
Trés bonne explication et présentation pour ce cours,/,POO,Pr,P,J,NE
Le contenu est riche en informations,/,POO,C,P,J,NE
On comprend très bien ce cours en ligne,/,POO,G,P,J,NE
"Les cours et les tds sont bien faits et bien organisés, on arrive a suivre facilement.",/,ANAL4,G,P,J,NE
"Le cours contient juste les informations utiles, de plus, il porte des animations, ce qui nous aide pour rester concentrés",/,ANAL4,D,P,J,NE
"On peut poser des questions à tout moment, et la communication passe très bien j'aime .",/,ANAL4,CO,P,J,NE
